,Timestamp,Date,Close,High,Low,Vwap,MACD Value,Signal,RSI Value,%K,%D,%J,Williams %R,Target
0,1682654400000,2023-04-29,41.16961659421224,41.25843633390808,40.317684338686284,41.1329,1.8488914023538783,1.2880919973305833,88.57075099613128,94.27986140448881,86.9654094553277,108.90876530281102,-1.1860782539822037,1.0
1,1682913600000,2023-05-02,40.86240331884245,41.48832726678161,40.65729686773725,41.0115,1.9790133698629973,1.4262762718370663,82.56018599559606,95.012892622879,91.48307338886445,102.07253109090806,-8.201369180505512,1.0
2,1683000000000,2023-05-03,41.03584066376849,41.23974545335632,40.544099373547446,40.9735,2.081829004009883,1.5573868182716297,83.19630822295113,93.4081495897688,94.23363453904553,91.75717969121533,-6.099179773150378,1.0
3,1683086400000,2023-05-04,41.137088132753696,41.31530909067126,40.86273987470948,41.1175,2.1452950535094573,1.6749684653191954,83.38129802182598,91.90555154899612,93.44219792054797,88.8322588058924,-4.881613711677528,1.0
4,1683172800000,2023-05-05,40.76357762655074,41.26034181813425,40.630787974941896,40.8101,2.131307541823837,1.7662362806201237,77.91648400216063,91.2838624241429,92.1991878543026,89.45321156382349,-10.640665731713783,1.0
5,1683259200000,2023-05-06,40.604075525310144,40.811268363626844,40.45055759498838,40.5839,2.087604419656202,1.8305099084273393,76.74985375880709,88.82171981902032,90.67037793071977,85.12440359562143,-14.384794832702601,1.0
6,1683518400000,2023-05-09,40.646255105062025,40.751373672725364,40.35235151899768,40.5718,2.0369606126057036,1.8718000492630122,77.07281061385478,83.17936963558809,87.76165062625044,74.01480765426336,-14.171128226301397,1.0
7,1683604800000,2023-05-10,40.6518110210124,40.90163473454507,40.56503030379953,40.7636,1.973782010356956,1.892196441481801,77.028014151615,73.27985030028286,81.76031325163042,56.31892439758772,-14.310712735675772,-1.0
8,1683691200000,2023-05-11,41.007802204202484,41.10720694690902,40.699246060759904,40.972,1.9371767577648313,1.9011925047384073,78.67294318697759,64.63964580192292,73.69962191259795,46.51969358057286,-8.220588862012033,1.0
9,1683777600000,2023-05-12,41.137560440840495,41.279201389381804,40.96832921215198,41.1665,1.8922606566426339,1.8994061351192526,78.94091697187656,61.992265146416436,66.63725374954073,52.70228794016785,-6.000748112945776,1.0
